supplement_path	authority_layer	canonical_source_path	canonical_source_sha256	supplement_sha256	byte_identity	canonical_status	action
evidence/bbc/REQUIRED_INPUT_MATRIX.tsv	SECOND_B02	second_nested/B02/02_PANTHEON_PLUS_BBC_TRUTH_CLOSURE_SOURCE_READINESS_HOLD/02_REGISTERS/REQUIRED_INPUT_MATRIX.tsv	6d2d28dec84e23db056e362122c07afb763041a43af9560a29404d4e965c9c2f	6d2d28dec84e23db056e362122c07afb763041a43af9560a29404d4e965c9c2f	PASS_BYTE_IDENTICAL	CANONICAL_CURRENT	No scientific value edited; copied byte-for-byte.
evidence/tdcosmo/FINAL_RESULT_SUMMARY.tsv	FIRST_TDCOSMO	first_nested/tdcosmo/TDCOSMO_ALTERNATE_IMPLEMENTATION_BRANCH_CLOSEOUT_PACKAGE/04_FINAL_COMPARISON_TABLES/FINAL_RESULT_SUMMARY.tsv	476444aecc584b795d1ef4336b52db344b575e70eaff2b1da6ee109072c478a1	476444aecc584b795d1ef4336b52db344b575e70eaff2b1da6ee109072c478a1	PASS_BYTE_IDENTICAL	CANONICAL_CURRENT	No scientific value edited; copied byte-for-byte.
evidence/tdcosmo/METHOD_FREEZE_RECORD.json	FIRST_TDCOSMO	first_nested/tdcosmo/TDCOSMO_ALTERNATE_IMPLEMENTATION_BRANCH_CLOSEOUT_PACKAGE/03_METHOD_AND_SOURCE_FREEZE/METHOD_FREEZE_RECORD.json	a8f56e7e0f290f639c1380135af2b7ad64d6f59bd0fe610cb91a7d8a1e230d12	a8f56e7e0f290f639c1380135af2b7ad64d6f59bd0fe610cb91a7d8a1e230d12	PASS_BYTE_IDENTICAL	CANONICAL_CURRENT	No scientific value edited; copied byte-for-byte.
evidence/tdcosmo/NUMERICAL_COMPARISON_13_CHAINS.tsv	FIRST_TDCOSMO	first_nested/tdcosmo/TDCOSMO_ALTERNATE_IMPLEMENTATION_BRANCH_CLOSEOUT_PACKAGE/04_FINAL_COMPARISON_TABLES/NUMERICAL_COMPARISON_13_CHAINS.tsv	ee89d0b76adae683c1cd92ac5b77747d4c08de8937d69b3148184e6e65a1e887	ee89d0b76adae683c1cd92ac5b77747d4c08de8937d69b3148184e6e65a1e887	PASS_BYTE_IDENTICAL	CANONICAL_CURRENT	No scientific value edited; copied byte-for-byte.
evidence/tdcosmo/SOURCE_MANIFEST_13_CHAINS.tsv	FIRST_TDCOSMO	first_nested/tdcosmo/TDCOSMO_ALTERNATE_IMPLEMENTATION_BRANCH_CLOSEOUT_PACKAGE/03_METHOD_AND_SOURCE_FREEZE/SOURCE_MANIFEST_13_CHAINS.tsv	ee3c73fb0a9d051c18ff0f415fa785c72e1f3ff63adf6e5118393a1098f8f3ae	ee3c73fb0a9d051c18ff0f415fa785c72e1f3ff63adf6e5118393a1098f8f3ae	PASS_BYTE_IDENTICAL	CANONICAL_CURRENT	No scientific value edited; copied byte-for-byte.
evidence/tdcosmo/STRUCTURAL_COMPARISON_13_CHAINS.tsv	FIRST_TDCOSMO	first_nested/tdcosmo/TDCOSMO_ALTERNATE_IMPLEMENTATION_BRANCH_CLOSEOUT_PACKAGE/04_FINAL_COMPARISON_TABLES/STRUCTURAL_COMPARISON_13_CHAINS.tsv	990c6cd5f1b18db9c1e8ea70ed49228fefa20c12ca9c34acf1444c61111a9f38	990c6cd5f1b18db9c1e8ea70ed49228fefa20c12ca9c34acf1444c61111a9f38	PASS_BYTE_IDENTICAL	CANONICAL_CURRENT	No scientific value edited; copied byte-for-byte.
evidence/tdcosmo/TABLE6_PUBLISHED_PRECISION_COMPARISON.tsv	FIRST_TDCOSMO	first_nested/tdcosmo/TDCOSMO_ALTERNATE_IMPLEMENTATION_BRANCH_CLOSEOUT_PACKAGE/04_FINAL_COMPARISON_TABLES/TABLE6_PUBLISHED_PRECISION_COMPARISON.tsv	20b05756d39d27c8eae7ae00ca3867b4345f90f943ec576d3a2dee395243f468	20b05756d39d27c8eae7ae00ca3867b4345f90f943ec576d3a2dee395243f468	PASS_BYTE_IDENTICAL	CANONICAL_CURRENT	No scientific value edited; copied byte-for-byte.
results/internal_validation_results_recorded.json	FINAL_VALIDATION	final/hubble-tension-final-internal-validation-and-closure-audit-0.1.0/results/internal_validation_results.json	05399e51c5f42f75c9c0b52273a11f93c5168bcf39f3ba0960927c17ab8c3821	05399e51c5f42f75c9c0b52273a11f93c5168bcf39f3ba0960927c17ab8c3821	PASS_BYTE_IDENTICAL	CANONICAL_CURRENT	No scientific value edited; copied byte-for-byte.
results/closure_summary_recorded.json	FINAL_VALIDATION	final/hubble-tension-final-internal-validation-and-closure-audit-0.1.0/results/closure_summary.json	245f44c87616840a0b0c64631f5b3f86e323d0eb765912a22b411182ac41449e	245f44c87616840a0b0c64631f5b3f86e323d0eb765912a22b411182ac41449e	PASS_BYTE_IDENTICAL	CANONICAL_CURRENT	No scientific value edited; copied byte-for-byte.
results/validation_checks_recorded.tsv	FINAL_VALIDATION	final/hubble-tension-final-internal-validation-and-closure-audit-0.1.0/results/validation_checks.tsv	84c2db675cedb14e61594e62e90dc657bc12067909a5942f464ade0dbfba8649	84c2db675cedb14e61594e62e90dc657bc12067909a5942f464ade0dbfba8649	PASS_BYTE_IDENTICAL	CANONICAL_CURRENT	No scientific value edited; copied byte-for-byte.
results/audit_summary.json	SECOND_B03B_PHASE1C	second_nested/phase1c/h0dn-snia-contrast-covariance-calibration-audit-0.1.0/results/audit_summary.json	6510e61ffeb3831040905c9c06053f7b0a2a76f34306b121a733585e38490dd2	6510e61ffeb3831040905c9c06053f7b0a2a76f34306b121a733585e38490dd2	PASS_BYTE_IDENTICAL	CANONICAL_CURRENT	No scientific value edited; copied byte-for-byte.
results/covariance_baselines.json	SECOND_B03B_PHASE1C	second_nested/phase1c/h0dn-snia-contrast-covariance-calibration-audit-0.1.0/results/covariance_baselines.json	27420af246ca411a1ec8306a48b212ffc83671be91de3d5ad15cd67fea85aae0	27420af246ca411a1ec8306a48b212ffc83671be91de3d5ad15cd67fea85aae0	PASS_BYTE_IDENTICAL	CANONICAL_CURRENT	No scientific value edited; copied byte-for-byte.
results/same_cid_independent_verification_recorded.json	SECOND_B03B_PHASE1C	second_nested/phase1c/h0dn-snia-contrast-covariance-calibration-audit-0.1.0/results/independent_verification.json	5773d00be372cccae23fe07ffbdac32ff7e365de9b248d3e6ac6290ed757f711	5773d00be372cccae23fe07ffbdac32ff7e365de9b248d3e6ac6290ed757f711	PASS_BYTE_IDENTICAL	CANONICAL_CURRENT	No scientific value edited; copied byte-for-byte.
provenance/PHASE1B_ROW_MAP.tsv	SECOND_B03B_PHASE1C	second_nested/phase1c/h0dn-snia-contrast-covariance-calibration-audit-0.1.0/provenance/PHASE1B_ROW_MAP.tsv	a3cd37e836d39f623dfedcea6c3c8a0ac0c0f80ae5647bd163610fdbd1bd9d69	a3cd37e836d39f623dfedcea6c3c8a0ac0c0f80ae5647bd163610fdbd1bd9d69	PASS_BYTE_IDENTICAL	CANONICAL_CURRENT	No scientific value edited; copied byte-for-byte.
