record_file	referenced_path	status	note
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/CANONICAL_STATE_THROUGH_HTS59.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS59_CANONICALIZATION_AUDIT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_AUDIT_STDERR.txt	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_AUDIT_STDOUT.txt	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_BURNIN_SENSITIVITY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_CHAIN_SUPPORT.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_CLASSIFICATION.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_DIRECTED_LOO_STABILITY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_DIRECTED_MODE_CONTRIBUTIONS.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_DIRECTED_MODE_SUMMARY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_ENDPOINT_CONDITIONAL_MODE_BASIS.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_EXECUTION_CONTRACT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_EXECUTION_REPORT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_INDEPENDENT_AUDIT_CHECKS.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_INDEPENDENT_AUDIT_RESULT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_LIKELIHOOD_MEMBERSHIP.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_ORIGINAL_ROOT_INVENTORY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_PREFLIGHT_RESULT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_PREFLIGHT_TEST_AUDIT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_RAW_IMPLEMENTATION_DIAGNOSTICS.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_RELEASE_ENDPOINT_CONTRACT_CHECKS.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_SELECTED_MEMBER_PROVENANCE.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_SELECTION_AUDIT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_SEMANTIC_DATA_FAMILY_MEMBERSHIP.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_SOURCE_ADEQUACY_AUDIT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/HTS60_SOURCE_FREEZE.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/MANIFEST.json	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/README_RUN.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW/SHA256SUMS.txt	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW.zip	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS60_RESULTS_FOR_REVIEW.zip.sha256	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/CANONICAL_STATE_THROUGH_HTS60.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS60_CANONICALIZATION_AUDIT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_AUDIT_STDERR.txt	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_AUDIT_STDOUT.txt	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_BURNIN_BLOCK_STABILITY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_BURNIN_CLUSTER_STABILITY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_BURNIN_MODE_STABILITY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_CHAIN_SUPPORT.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_CLASSIFICATION.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_CROSS_ENDPOINT_BLOCK_ALIGNMENT.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_EDGE_CONTRIBUTION_IDENTIFIABILITY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_ENDPOINT_BLOCK_SUBSPACE.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_ENDPOINT_LOO_BLOCK_STABILITY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_ENDPOINT_LOO_CLUSTER_STABILITY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_ENDPOINT_LOO_MODE_STABILITY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_ENDPOINT_MODE_IDENTIFIABILITY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_EXECUTION_CONTRACT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_EXECUTION_REPORT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_INDEPENDENT_AUDIT_CHECKS.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_INDEPENDENT_AUDIT_RESULT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_LIKELIHOOD_MEMBERSHIP.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_ORIGINAL_ROOT_INVENTORY.tsv	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_PREFLIGHT_RESULT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
reproduction/first_season/capsules/posterior_attribution/fresh_replay_records/E002_SHA256SUMS.txt	HTS61_RESULTS_FOR_REVIEW/HTS61_PREFLIGHT_TEST_AUDIT.md	NOT_INCLUDED_IN_COMPACT_TREE	Historical checksum reference retained for provenance; referenced source-package/transport member is not part of the compact repository.
